Processes: 305 total, 2 running, 303 sleeping, 1508 threads 
2020/10/06 14:30:01
Load Avg: 2.62, 4.03, 4.61 
CPU usage: 14.10% user, 34.61% sys, 51.28% idle 
SharedLibs: 154M resident, 52M data, 12M linkedit.
MemRegions: 166522 total, 1671M resident, 54M private, 854M shared.
PhysMem: 7826M used (3311M wired), 365M unused.
VM: 1420G vsize, 1993M framework vsize, 63112809(0) swapins, 66284402(0) swapouts.
Networks: packets: 121442898/137G in, 57233235/8970M out.
Disks: 53236517/850G read, 42358067/717G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW     MSGSENT    MSGRECV    SYSBSD    SYSMACH    CSW       PAGEINS IDLEW     POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
461    mediaremoteagent 0.0  00:05.33 2     1   31     1104K 0B    528K  461   1     sleeping *0[9888]    0.00000 0.00000    501 90938     144     30505      18346      150986    35949      60396     75      1535      0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
460    familycircled    0.0  00:08.05 2     1   98     8540K 0B    8200K 460   1     sleeping *0[447]     0.00000 0.00000    501 217115    245     9312       3714       169174    20043      130013    4305    27975     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
459    storeaccountd    0.0  00:02.02 2     1   52     4152K 0B    3928K 459   1     sleeping *0[447]     0.00000 0.00000    501 80617     200     9212       3992       21687     22346      30892     1139    414       0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
456    useractivityd    0.0  03:52.44 2     1   128    5324K 0B    3016K 456   1     sleeping *0[58369]   0.00000 0.00000    501 401040    231     971170     922164     3024699   14966236   7665869   4973    49470     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
453    WiFiAgent        0.0  13:02.96 4     1   1512   21M   0B    11M   453   1     sleeping *13874[5]   0.00000 0.00000    501 1913632   421     690054     240746     2114233   1156942    1838226   7262    11771     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
451    imagent          0.0  00:06.86 2     1   140    5952K 0B    4840K 451   1     sleeping *0[1]       0.00000 0.00000    501 261895    336     39933      19523      101797    128046     93329     8138    2251      0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
447    sharingd         0.0  09:31.70 5     1   369    27M   0B    20M   447   1     sleeping *0[1]       0.00000 0.00000    501 1726791   682     3654934    1256012    7123625   21524100   11773520  41428   163789    0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
446    PAH_Extension    0.0  00:51.16 3     1   196    5012K 0B    2344K 446   1     sleeping  0[233347]  0.00000 0.00000    501 304736    344     966787     251006     1043099   2067134    1396660   1592    12920     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
444    imklaunchagent   0.0  00:03.29 2     1   112    3596K 0B    2944K 444   1     sleeping *0[1]       0.00000 0.00000    501 155326    270     15557      5766       34900     32260      42538     24662   533       0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
437    fontd            0.0  02:50.97 2     1   105    9488K 0B    5404K 437   1     sleeping *0[687887]  0.00000 0.00000    501 656312    161     2877102    739791     3043897   2379420    1740323   1207    2481      0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
436    ctkd             0.0  00:00.94 2     1   59     3232K 0B    3224K 436   1     sleeping *0[94]      0.00000 0.00000    501 34826     157     7367       1947       11693     10566      8123      1101    106       0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
430    nsurlstoraged    0.0  00:29.01 3     2   135    8340K 0B    5652K 430   1     sleeping *0[1574]    0.00000 0.00000    501 540453    170     54394      20023      409862    111838     178348    3677    1993      0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
429    ScreenTimeAgent  0.0  01:41.73 2     1   124    13M   0B    12M   429   1     sleeping *0[943]     0.00000 0.00000    501 909102    293     139110     10004      1765892   1505269    527083    27327   1388      0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
427    pboard           0.0  00:10.35 2     1   108    6672K 0B    5456K 427   1     sleeping *0[1]       0.00000 0.00000    501 118000    129     292731     69608      645582    440905     304120    573     1138      0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
424    lockoutagent     0.0  02:50.77 4     3   59     3384K 0B    2876K 424   1     sleeping *0[1]       0.00000 0.00000    501 63433     168     839470     3065       7600652   3336212    5655503   506     398876    0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
423    CommCenter       0.0  01:04.47 7     2   146    7812K 0B    6488K 423   1     sleeping *0[1]       0.00000 0.00000    501 252556    652     498644     82543      2017977   645718     1754399   14956   125569    0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
418    usernoted        0.0  06:03.28 2     1   145    9236K 0B    5932K 418   1     sleeping *0[1]       0.00000 0.00000    501 994101    1941    175459     48802      241768    159808     1085060   7182    4521      0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
417    routined         0.0  04:27.33 2     1   178    16M   0B    11M   417   1     sleeping *0[3100]    0.00000 0.00000    501 1931740   378     623768     230138     9078648   5108054    5955976   175216  24052     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
416    identityservices 0.0  01:17.86 6     1   228    9352K 64K   5600K 416   1     sleeping *0[1]       0.00000 0.00000    501 577350    509     946634     196938     2064457   1728301    1095495   21180   21119     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
414    rapportd         0.0  01:02.48 2     1   136    9452K 0B    7508K 414   1     sleeping *0[1]       0.00000 0.00000    501 407784    250     404575     105846     668957    885052     585112    11729   31484     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
408    nsurlsessiond    0.0  24:54.10 4     1   10794  14M   0B    12M   408   1     sleeping *0[12981]   0.00000 0.00000    501 7108451   263     1909439    1043582    64651793  4273834    21940442  4364    102005    0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
407    sharedfilelistd  0.0  00:05.98 2     1   90     6388K 0B    6172K 407   1     sleeping *0[7602]    0.00000 0.00000    501 145058    202     60345      13820      103078    67427      61553     854     688       0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
405    backgroundtaskma 0.0  00:02.22 2     1   68     3900K 0B    3220K 405   1     sleeping *0[243]     0.00000 0.00000    501 66273     197     7762       3044       37693     10876      24199     391     461       0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
403    cloudd           0.0  44:31.18 8     1   2950   61M   0B    60M   403   1     sleeping *413[1]     0.00000 0.00000    501 3162860   3302    6967195    2633808    48123698  23134114   17741572  40186   55953     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
400    lsd              0.0  00:20.22 2     1   339    13M   0B    12M   400   1     sleeping *0[10390]   0.00000 0.00000    501 576973    20139   131544     50826      656279    149962     173421    7978    2970      0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
396    distnoted        0.0  01:38.95 2     1   285    5784K 0B    2872K 396   1     sleeping *0[1]       0.00000 0.00000    501 281752    97      1163183    330455     912020    1096890    890101    2607    7         0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
394    UserEventAgent   0.0  04:57.99 2     1   821    5476K 0B    2352K 394   1     sleeping *0[1]       0.00000 0.00000    501 489883    288     432991     184989     8801379   13846135   14098622  4156    10348     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
393    securityd_servic 0.0  00:00.79 2     1   29     2356K 0B    2348K 393   1     sleeping *0[1]       0.00000 0.00000    0   8017      122     2446       801        2294      1447       969       272     0         0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
356    storagekitd      0.0  04:25.16 8     4   99     4420K 0B    3700K 356   1     sleeping *0[9486]    0.00000 0.00000    0   295389    195     2115155    223496     9841700   3651403    10009913  5003    515936    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
340    com.apple.Ambien 0.0  00:11.38 4     1   70     1952K 0B    1900K 340   1     sleeping *1[1]       0.00000 0.00000    0   92199     170     177607     85769      240833    261865     171099    1665    395       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
331    ctkahp           0.0  00:00.30 2     1   32     2636K 0B    2620K 331   1     sleeping *0[499]     0.00000 0.00000    0   19506     141     4220       1290       5384      5995       4308      123     101       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
324    AppleCameraAssis 0.0  26:44.78 5     1   1471   17M   0B    1196K 324   1     sleeping *0[1]       0.00000 0.00000    262 72118     181     62372245   29526884   214818    45117973   12649121  1095    1272      0.0   0      0      _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
320    systemstats      0.0  00:07.30 4     1   76     1744K 0B    1368K 117   117   sleeping  0[0]       0.00000 0.00000    0   162420    184     125162     37501      182937    228890     272816    1559    7304      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
313    thermald         0.0  00:02.72 2     1   33     668K  0B    524K  313   1     sleeping *0[1]       0.00000 0.00000    0   14236     134     11548      7037       62524     21023      42445     623     69        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
304    apfsd            0.0  00:01.64 2     1   41     1128K 0B    776K  304   1     sleeping *0[1]       0.00000 0.00000    0   42359     131     32560      3088       9087      51628      38088     284     382       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
303    appleeventsd     0.0  00:04.38 2     1   153    7184K 0B    6324K 303   1     sleeping *5[5]       0.00000 0.00000    55  154986    164     72322      33395      79130     86141      63290     521     773       0.0   0      0      _appleevents       N/A    N/A   N/A   N/A   N/A   N/A  
299    CVMServer        0.0  00:00.24 2     1   44     2424K 0B    2212K 299   1     sleeping *0[1]       0.00000 0.00000    0   9832      117     3626       1079       4458      3583       3354      195     166       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
298    diskmanagementd  0.0  00:05.14 5     1   146    18M   0B    18M   298   1     sleeping *0[1]       0.00000 0.00000    0   168998    419     88353      23006      93275     202072     68949     2661    709       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
296    mds_stores       0.0  72:33.82 5     3   91     156M  220K  140M  296   1     sleeping *0[1]       0.00000 0.00000    0   68601263  161233  8260544    2396505    61946146  14199303   25848809  3542806 110597    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
285    runningboardd    0.0  00:44.98 3     2   127    2880K 0B    924K  285   1     sleeping *1[2]       0.00000 0.00000    0   395136    165     117294     53866      1336694   152364     699207    9438    16172     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
283    lsd              0.0  00:28.63 2     1   98     4668K 0B    3840K 283   1     sleeping *0[671]     0.00000 0.00000    0   534984    2680    36082      11249      197566    33596      190957    146811  1966      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
277    nsurlsessiond    0.0  00:55.55 2     1   3264   5508K 0B    3920K 277   1     sleeping *0[34706]   0.00000 0.00000    242 616066    259     609828     173071     1003113   823466     753617    6349    60543     0.0   0      0      _nsurlsessiond     N/A    N/A   N/A   N/A   N/A   N/A  
258    awdd             0.0  01:02.45 4     3   109    5228K 64K   4388K 258   1     sleeping *0[34177]   0.00000 0.00000    0   285679    166     333171     209776     1702184   396769     841186    24075   25999     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
255    symptomsd        0.0  04:29.70 4     3   117    10M   0B    6008K 255   1     sleeping *0[4651]    0.00000 0.00000    24  1321499   302     131311     48460      9659288   1391053    2832473   54251   24563     0.0   0      0      _networkd          N/A    N/A   N/A   N/A   N/A   N/A  
253    mDNSResponderHel 0.0  00:34.24 3     1   35     1304K 0B    1228K 253   1     sleeping *0[1]       0.00000 0.00000    0   27197     121     1666390    833348     843336    836442     1004089   554     373806    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
248    WindowServer     0.0  21:18:27 11    5   3771   1469M 6528K 335M  248   1     sleeping *0[1]       0.00000 0.00000    88  118586383 1205643 916340544  433036400  468890956 1503494100 641849556 53313   33119910  0.0   0      0      _windowserver      N/A    N/A   N/A   N/A   N/A   N/A  
247    mDNSResponder    0.0  01:01.82 5     1   81     4468K 0B    3400K 247   1     sleeping *0[1]       0.00000 0.00000    65  213880    168     204705     59988      4000462   351855     999643    4209    84870     0.0   0      0      _mdnsresponder     N/A    N/A   N/A   N/A   N/A   N/A  
227    searchpartyd     0.0  00:02.39 2     1   60     2944K 0B    2620K 227   1     sleeping *0[379]     0.00000 0.00000    0   85440     294     4316       3168       20129     12444      26107     4273    557       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
202    contextstored    0.0  04:13.25 2     1   125    6372K 256K  2904K 202   1     sleeping *0[60986]   0.00000 0.00000    0   1169432   254     1781895    509218     5583680   2610956    3590144   15145   91813     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
200    airportd         0.0  20:52.11 7     5   1452   30M   0B    22M   200   1     sleeping *31195[1]   0.00000 0.00000    0   8081099   2336    11191808   3916130    34478251  12354178   12019955  35399   108690    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
199    analyticsd       0.0  01:08.60 2     1   283    6148K 0B    4236K 199   1     sleeping *5498[25]   0.00000 0.00000    263 1170159   216     238889     100576     1475909   838814     583457    6150    1265      0.0   0      0      _analyticsd        N/A    N/A   N/A   N/A   N/A   N/A  
182    authd            0.0  00:14.59 3     2   85     4692K 0B    4372K 182   1     sleeping *0[5660]    0.00000 0.00000    0   180472    175     60640      15232      239798    81489      97669     3485    429       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
179    loginwindow      0.0  01:44.63 4     1   452    33M   0B    25M   179   1     sleeping *0[21281]   0.00000 0.00000    501 2130783   506     1072709    341082     1159730   2123938    1375404   53168   14288     0.0   0      0      kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
175    coreservicesd    0.0  00:09.46 4     1   228    7740K 0B    6840K 175   1     sleeping *0[1]       0.00000 0.00000    0   147173    136     407151     76462      205074    649000     117263    1141    133       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
174    cfprefsd         0.0  02:19.20 4     3   463    2928K 80K   1032K 174   1     sleeping *0[118708]  0.00000 0.00000    0   761289    94      1185711    413654     4974660   1434524    1480824   1041    23623     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
173    syspolicyd       0.0  24:24.13 3     1   1922   31M   0B    21M   173   1     sleeping *0[1]       0.00000 0.00000    0   8368358   4232    263549     64032      37742437  6385004    7856313   1144089 44256     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
172    distnoted        0.0  00:24.17 2     1   134    2984K 0B    2516K 172   1     sleeping *0[1]       0.00000 0.00000    241 82866     98      462360     102490     271735    481817     150461    812     4         0.0   0      0      _distnote          N/A    N/A   N/A   N/A   N/A   N/A  
170    notifyd          0.0  02:19.96 2     1   289    2652K 0B    1212K 170   1     sleeping *0[1]       0.00000 0.00000    0   109400    80      11397386   3165824    6821815   10271496   3074105   396     520       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
169    AirPlayXPCHelper 0.0  02:06.27 7     4   151    5028K 0B    2872K 169   1     sleeping *0[1]       0.00000 0.00000    0   270255    232     2230455    1108969    3296483   1389396    3160955   8945    443004    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
168    corebrightnessd  0.0  01:43.90 2     1   112    8180K 0B    7148K 168   1     sleeping *0[1]       0.00000 0.00000    0   259872    171     728104     825594     2530111   1601147    2374418   6841    107144    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
166    hidd             0.0  02:47:39 5     2   248    3880K 0B    1440K 166   1     sleeping *0[1]       0.00000 0.00000    261 5336653   170     40469662   32148206   380002042 121565111  168400327 38912   378038    0.0   0      0      _hidd              N/A    N/A   N/A   N/A   N/A   N/A  
165    bluetoothd       0.0  21:57.88 4     2   450    5796K 0B    2908K 165   1     sleeping *0[1]       0.00000 0.00000    0   736158    265     31720742   19322450   11171688  36815147   13325426  25282   79469     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
163    KernelEventAgent 0.0  00:00.02 3     1   25     536K  0B    528K  163   1     sleeping *0[1]       0.00000 0.00000    0   1796      114     158        24         1265      632        480       69      0         0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
162    revisiond        0.0  01:28.54 3     1   68     7156K 0B    6372K 162   1     sleeping *0[170733]  0.00000 0.00000    0   315251    182     1347855    305330     1921675   2105153    654173    3993    1635      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
161    logind           0.0  00:00.46 2     1   66     1052K 0B    1044K 161   1     sleeping *0[1]       0.00000 0.00000    0   36616     2874    4872       1174       3680      5132       4296      649     33        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
156    dasd             0.0  03:29.43 3     2   90     9788K 0B    6348K 156   1     sleeping *0[19626]   0.00000 0.00000    0   967557    241     761734     147120     2704296   1143619    1896265   15368   73893     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
154    displaypolicyd   0.0  00:03.34 6     1   51     1948K 0B    1708K 154   1     sleeping *0[1]       0.00000 0.00000    244 54155     154     20953      10088      128453    39752      159956    1032    12757     0.0   0      0      _displaypolicyd    N/A    N/A   N/A   N/A   N/A   N/A  
153    autofsd          0.0  00:00.05 2     1   23     672K  0B    648K  153   1     sleeping *0[1]       0.00000 0.00000    0   1786      144     77         54         584       214        472       28      12        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
150    locationd        0.0  03:42.49 3     1   5712   9920K 0B    4856K 150   1     sleeping *0[45137]   0.00000 0.00000    205 1512618   331     1103786    229867     3976668   2105403    1983038   81179   67673     0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
148    auditd           0.0  00:00.05 2     1   32     584K  0B    572K  148   1     sleeping *0[1]       0.00000 0.00000    0   2597      118     1426       1196       810       2804       1219      56      0         0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
147    securityd        0.0  01:44.49 4     1   509    5808K 0B    3764K 147   1     sleeping *0[1]       0.00000 0.00000    0   640191    177     1102588    2470       2328367   2000513    879325    4495    1557      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
146    usbmuxd          0.0  00:01.88 3     1   37     1172K 0B    932K  146   1     sleeping *0[1]       0.00000 0.00000    213 35065     151     8522       1117       80838     64921      40814     1102    57        0.0   0      0      _usbmuxd           N/A    N/A   N/A   N/A   N/A   N/A  
145    timed            0.0  00:11.05 2     1   41     1584K 0B    752K  145   1     sleeping *0[1]       0.00000 0.00000    266 153992    155     78409      21120      368064    150079     126261    1862    1752      0.0   0      0      _timed             N/A    N/A   N/A   N/A   N/A   N/A  
144    launchservicesd  0.0  06:24.11 4     3   395    9880K 0B    7200K 144   1     sleeping *0[1969080] 0.00000 0.00000    0   587483    190     13427113   3762558    16144835  10156798   8910208   7189    13058     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
142    apsd             0.0  00:56.47 3     1   1787   5760K 0B    1952K 142   1     sleeping *0[1]       0.00000 0.00000    0   603199    310     442607     149137     1412496   1076957    726026    11750   58277     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
141    opendirectoryd   0.0  07:07.02 8     7   826    11M   0B    7040K 141   1     sleeping *0[1]       0.00000 0.00000    0   3723224   229     3390165    1229010    20618982  4277488    7216370   271153  40444     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
134    diskarbitrationd 0.0  01:05.97 2     1   201    1680K 0B    1076K 134   1     sleeping *0[1]       0.00000 0.00000    0   618059    7686    2571671    72314      1301334   6133416    840767    991     39        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
132    mds              0.0  69:08.03 7     4   625    38M   0B    29M   132   1     sleeping *0[1]       0.00000 0.00000    0   35879805  2614    13890161   4057955    125467390 15081885   42170528  26115   865323    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
128    watchdogd        0.0  00:26.55 3     1   45     852K  0B    516K  128   1     sleeping *0[1]       0.00000 0.00000    0   30297     131     627807     250630     160489    1420960    458320    452     43419     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
124    logd             0.0  08:42.17 4     3   917    21M   0B    18M   124   1     sleeping *0[1]       0.00000 0.00000    0   3933439   142     3106594    3207267    10481026  4076371    8582376   1523804 30893     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
120    powerd           0.0  06:55.93 3     2   116    2448K 0B    968K  120   1     sleeping *0[1]       0.00000 0.00000    0   2278221   184     6424134    2470926    10070589  9469212    9900686   12734   64725     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
118    configd          0.0  02:12.74 8     1   502    14M   0B    13M   118   1     sleeping *0[1]       0.00000 0.00000    0   2044880   22838   4077866    1221867    4468205   4750729    1671471   8717    9547      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
117    systemstats      0.0  66:20.56 2     1   130    15M   0B    5128K 117   1     sleeping *0[1443]    0.00000 0.00000    0   27607563  1035    770268     1034436    706266561 14181980   17582827  62929   38358     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
114    mediaremoted     0.0  00:49.87 5     2   132    3756K 0B    1292K 114   1     sleeping *0[10783]   0.00000 0.00000    0   400338    293     663055     174283     1274861   1120294    867006    12525   9600      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
113    fseventsd        0.0  21:53.60 10    1   263    7676K 0B    5256K 113   1     sleeping *0[1]       0.00000 0.00000    0   4486581   120     2126555    21554      74690583  10599906   15361381  898     1179651   0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
112    kextd            0.0  00:14.31 2     1   65     10M   0B    9836K 112   1     sleeping *0[29]      0.00000 0.00000    0   167546    899     11510      4164       336509    29310      77982     15991   232       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
111    uninstalld       0.0  00:25.38 3     2   21     636K  0B    352K  111   1     sleeping *0[1]       0.00000 0.00000    0   187600    131     83294      24         883439    333045     661567    113     85252     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
108    UserEventAgent   0.0  06:11.73 6     3   685    4180K 0B    1796K 108   1     sleeping *0[1]       0.00000 0.00000    0   554467    248     620568     386798     61905027  1241453    32155424  4828    8396      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
107    syslogd          0.0  01:07.15 3     2   94     1028K 0B    488K  107   1     sleeping *0[46232]   0.00000 0.00000    0   279587    83      257770     21753      4434363   596533     1197392   985     30606     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1      launchd          0.0  37:21.61 3     2   3104   22M   0B    10M   1     0     sleeping  0[0]       0.00000 0.00000    0   1756171   56973   20769382   5554257    23401696  27869442   9757041   7275    24992     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
0      kernel_task      0.0  22:56:41 189/4 0   0      311M  0B    0B    0     0     running   0[0]       0.00000 0.00000    0   13158819  0       1537261425 1259458750 0         0          794369665 0       290817071 0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
Processes: 306 total, 2 running, 304 sleeping, 1513 threads 
2020/10/06 14:30:02
Load Avg: 2.57, 4.00, 4.59 
CPU usage: 15.77% user, 18.97% sys, 65.24% idle 
SharedLibs: 154M resident, 52M data, 12M linkedit.
MemRegions: 166581 total, 1674M resident, 54M private, 854M shared.
PhysMem: 7843M used (3240M wired), 348M unused.
VM: 1424G vsize, 1993M framework vsize, 63112809(0) swapins, 66284402(0) swapouts.
Networks: packets: 121443246/137G in, 57233267/8970M out.
Disks: 53236526/850G read, 42358069/717G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG  CMPRS  PGRP  PPID  STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID FAULTS     COW     MSGSENT     MSGRECV     SYSBSD     SYSMACH     CSW        PAGEINS IDLEW      POWER INSTRS    CYCLES     USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
61197  zoom.us          43.0 27:21.86 71    8   1572   281M   2700K 155M   61197 1     sleeping *0[769]      0.73986 0.00000    501 29438358+  2620    13913763+   8780088+    24506568+  20387923+   25435009+  6768    911544+    56.3  867024311 1253027452 kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
0      kernel_task      33.0 22:56:42 189/4 0   0      307M-  0B    0B     0     0     running   0[0]        0.00000 0.00000    0   13159095+  0       1537451950+ 1259647965+ 0          0           794387455+ 0       290817763+ 0.0   64733916  1022671741 root               N/A    N/A   N/A   N/A   N/A   N/A  
62218  top              10.4 00:00.53 1/1   0   26+    3920K+ 0B    0B     62218 61268 running  *0[1]        0.08178 0.00000    0   1930+      102+    373414+     186699+     2861+      191656+     1456+      0       1          10.4  256433240 427697901  root               N/A    N/A   N/A   N/A   N/A   N/A  
248    WindowServer     9.9  21:18:27 10    5   3769-  1469M- 6528K 335M   248   1     sleeping *0[1]        0.05714 0.45705    88  118586410+ 1205643 916343506+  433037419+  468892778+ 1503499962+ 641850916+ 53313   33119965+  11.7  106163816 271034923  _windowserver      N/A    N/A   N/A   N/A   N/A   N/A  
27040  com.docker.hyper 3.8  06:02:35 15    1   38     3369M  0B    1317M- 27021 27031 sleeping *0[1]        0.00000 0.00000    501 2290767+   454     3253        323         443744386+ 553         310978943+ 379     25377775+  5.9   22650335  121145414  kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
58354  Telegram         3.4  09:06.92 31    6   1778+  791M+  0B    310M-  58354 1     sleeping  0[2047]     0.00060 0.00000    501 5688402+   11229   1376220+    351445+     3651042+   3736525+    3535745+   27192   32412+     3.4   88487473  92414415   kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
19085  coreaudiod       2.3  37:33.32 12    3   393    6492K  0B    3604K  19085 1     sleeping *0[1]        0.00000 0.37742    202 862455     280     57828535+   11627583+   69493589+  82048605+   49418993+  2614    5435297+   4.3   19394405  74966640   _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
324    AppleCameraAssis 2.0  26:44.81 5     1   1471   17M    0B    1196K  324   1     sleeping *0[1]        0.00000 0.00000    262 72118      181     62373653+   29527549+   214818     45118985+   12649385+  1095    1272       2.0   31889205  87648292   _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
61383  clion            0.9  06:35.26 49    1   376    985M   0B    234M   61383 1     sleeping *0[624]      0.00000 0.00000    501 2150708    21329   652824      244063      2000381+   1392192     2898009+   5322    38039+     1.8   5309925   32693746   kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
296    mds_stores       0.6  72:33.83 5     3   92+    156M+  220K  140M   296   1     sleeping *0[1]        0.00000 0.67166    0   68601359+  161233  8260552+    2396507+    61946189+  14199309+   25848952+  3542806 110597     0.6   32224760  25809517   root               N/A    N/A   N/A   N/A   N/A   N/A  
62216  ex2              0.3  00:00.03 1     0   10     50M+   0B    0B     62216 61268 sleeping *0[1]        0.00000 0.00000    501 13145+     86      37+         18+         103+       61+         121+       3       0          0.3   5940221   12943828   kurmazov           N/A    N/A   N/A   N/A   N/A   N/A  
